RecordType;Schema;Name;Type;Complexity;Coupling;Id;LoC;References;Dependencies;Abstraction;Instability
1;TKMTS;PAC_VALIDATION_SALESTERMS;PACKAGE;Medium;Tightly;24040000;414;1;4;0,002415459;0,8
1;TKMTS;PAC_BILLING;PACKAGE;Complex;Tightly;24040052;430;1;14;0,002325581;0,933333333
1;TKMTS;PAC_UTILS;PACKAGE;Simple;Loosely;11797362;1356;11;3;0,000737463;0,214285714
1;TKMTS;PAC_DYNAMIC_QUERY_NBC;PACKAGE;Simple;Medium;28586388;2132;1;2;0,000469043;0,666666667
1;MTS_ADMIN;PAC_USERS;PACKAGE;Simple;Medium;16809441;693;1;1;0,001443001;0,5
1;TKMTS;PAC_UTL_COMPRESS;PACKAGE;Complex;Loosely;20964639;601;6;1;0,001663894;0,142857143
1;TKMTS;PAC_VALIDATION_CONTRACT;PACKAGE;Simple;Tightly;28844736;182;1;3;0,005494505;0,75
1;TKMTS;PAC_CONTRACT_UTILS;PACKAGE;Simple;Medium;14178385;10246;16;13;9,75991E-05;0,448275862
1;TKMTS;PAC_CONTRACT_EXTENDED;PACKAGE;Simple;Tightly;14178386;3223;1;10;0,00031027;0,909090909
1;TKMTS;PAC_CO_XML_GENERATED;PACKAGE;Complex;Medium;14178389;1274;5;5;0,000784929;0,5
1;TKMTS;PAC_DATA_MAINT;PACKAGE;Simple;Tightly;28554580;1263;1;9;0,000791766;0,9
1;TKMTS;PAC_INBOX;PACKAGE;Simple;Tightly;3441331;1084;1;5;0,000922509;0,833333333
1;TKMTS;PAC_CO_NSC;PACKAGE;Simple;Medium;28786754;2254;8;6;0,000443656;0,428571429
1;TKMTS;PAC_CONTRACT_RO;PACKAGE;Simple;Tightly;28591882;10256;2;20;9,75039E-05;0,909090909
1;TKMTS;PAC_SECURITY;PACKAGE;Complex;Tightly;8514219;3778;2;8;0,00026469;0,8
1;TKMTS;PAC_CO_CONSOLIDATE_EDITION;PACKAGE;Complex;Tightly;22017277;15921;1;9;6,28101E-05;0,9
1;TKMTS;PAC_GROUPING;PACKAGE;Simple;Tightly;26182450;910;2;5;0,001098901;0,714285714
1;TKMTS;PAC_INBOX_LOGS;PACKAGE;Simple;Tightly;28839092;204;1;5;0,004901961;0,833333333
1;TKMTS;PAC_VALIDATION_CV;PACKAGE;Simple;Medium;20440987;904;5;4;0,001106195;0,444444444
1;TKMTS;PAC_CONTRACT_BREAKLINE;PACKAGE;Simple;Tightly;20440994;8270;4;10;0,000120919;0,714285714
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX;PACKAGE;Simple;Medium;28586175;4396;1;2;0,00022748;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_COM;PACKAGE;Simple;Medium;23398378;12551;1;2;7,96749E-05;0,666666667
1;TKMTS;PAC_BOOKINGMAN;PACKAGE;Simple;Medium;6906872;3148;7;6;0,000317662;0,461538462
1;TKMTS;PAC_DYNAMIC_QUERY_CV;PACKAGE;Simple;Medium;19587926;13553;1;2;7,37844E-05;0,666666667
1;TKMTS;PAC_VALIDATION_BASE;PACKAGE;Simple;Loosely;19587928;188;5;2;0,005319149;0,285714286
1;TKMTS;PAC_VALIDATION_ENTITY;PACKAGE;Complex;Tightly;19587930;593;1;5;0,001686341;0,833333333
1;TKMTS;PAC_STOCK;PACKAGE;Simple;Tightly;19587932;11476;5;12;8,71384E-05;0,705882353
1;TKMTS;PAC_STOCK_EXTENDED;PACKAGE;Simple;Tightly;19587934;838;1;7;0,001193317;0,875
1;TKMTS;PAC_DYNAMIC_QUERY_FLIGHT;PACKAGE;Simple;Medium;28582614;6620;1;2;0,000151057;0,666666667
1;TKMTS;PAC_TRANSFER_EDF_XML;PACKAGE;Simple;Medium;28305103;584;1;2;0,001712329;0,666666667
1;TKMTS;PAC_COMMUNICATION;PACKAGE;Simple;Loosely;16273424;1559;6;3;0,000641437;0,333333333
1;TKMTS;PAC_TRANSFORMER_UTILS;PACKAGE;Complex;Medium;28131842;404;2;3;0,002475248;0,6
1;TKMTS;PAC_TRANSFORMER_CONTRACT;PACKAGE;Complex;Tightly;28131844;24410;2;9;4,09668E-05;0,818181818
1;TKMTS;PAC_DYNAMIC_QUERY_BASE;PACKAGE;Simple;Loosely;19130725;5379;28;3;0,000185908;0,096774194
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING;PACKAGE;Simple;Tightly;19130727;17191;1;4;5,817E-05;0,8
1;TKMTS;PAC_XML_CONTRACT_CON_TEST;PACKAGE;Simple;Tightly;30292829;8098;1;21;0,000123487;0,954545455
1;TKMTS;PAC_FLOW_CV_UNIT_EXCLUDED;PACKAGE;Complex;Medium;10035582;198;3;4;0,005050505;0,571428571
1;TKMTS;PAC_BOOKINGZEN;PACKAGE;Simple;Tightly;28585812;1108;1;5;0,000902527;0,833333333
1;TKMTS;PAC_ENTITY;PACKAGE;Simple;Medium;16273232;2920;4;4;0,000342466;0,5
1;TKMTS;PAC_DYNAMIC_QUERY_CONTRACT;PACKAGE;Simple;Medium;25706637;9837;1;2;0,000101657;0,666666667
1;TKMTS;PAC_TR_CODE;PACKAGE;Simple;Medium;4276611;982;1;2;0,00101833;0,666666667
1;TKMTS;PAC_SECURITY_MAN;PACKAGE;Simple;Tightly;8605742;830;1;3;0,001204819;0,75
1;TKMTS;PAC_DYNAMIC_QUERY_BOGCOMPLAINT;PACKAGE;Simple;Medium;29199443;4619;1;2;0,000216497;0,666666667
1;TKMTS;PAC_AVAILABILITY;PACKAGE;Complex;Medium;29308344;3410;7;10;0,000293255;0,588235294
1;TKMTS;PAC_FLOW_AVAILABILITY;PACKAGE;Simple;Medium;29308346;318;3;4;0,003144654;0,571428571
1;TKMTS;PAC_DYNAMIC_QUERY_GRP_OVERVIEW;PACKAGE;Simple;Medium;28939155;11832;1;2;8,45166E-05;0,666666667
1;TKMTS;PAC_J2H_INTERFACE;PACKAGE;Simple;Tightly;28892613;2818;1;10;0,000354862;0,909090909
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_Q;PACKAGE;Simple;Tightly;30327933;8295;1;4;0,000120555;0,8
1;TKMTS;PAC_XML_YIELD;PACKAGE;Complex;Tightly;28890938;2244;1;5;0,000445633;0,833333333
1;TKMTS;PAC_ESBCOMMMESSAGE;PACKAGE;Simple;Tightly;28837473;581;1;5;0,00172117;0,833333333
1;TKMTS;PAC_ESBCOMMMESSAGESTAT;PACKAGE;Simple;Medium;28850078;105;1;2;0,00952381;0,666666667
1;TKMTS;PAC_TK_TASK;PACKAGE;Simple;Tightly;28835113;147;1;4;0,006802721;0,8
1;TKMTS;PAC_ESB_EPC;PACKAGE;Simple;Medium;29045125;3050;6;6;0,000327869;0,5
1;TKMTS;PAC_ZONE;PACKAGE;Simple;Loosely;29350849;4736;14;9;0,000211149;0,391304348
1;TKMTS;PAC_DYNAMIC_QUERY_AVAILABILITY;PACKAGE;Simple;Medium;29350942;2776;1;2;0,000360231;0,666666667
1;TKMTS;PAC_TRANSFORMER_CONTRACT_UTILS;PACKAGE;Medium;Medium;29350954;2050;2;3;0,000487805;0,6
1;MTS_ADMIN;PAC_DEPLOY;PACKAGE;Simple;Medium;30451718;370;1;1;0,002702703;0,5
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_EXT;PACKAGE;Simple;Medium;29123175;5059;1;2;0,000197668;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_DASHBOARD;PACKAGE;Simple;Medium;30375981;3642;1;2;0,000274574;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_RI;PACKAGE;Simple;Tightly;30404834;8402;1;4;0,000119019;0,8
1;TKMTS;PAC_XML_CLIENTVISIBILITY;PACKAGE;Complex;Medium;29241463;2728;6;14;0,000366569;0,7
1;TKMTS;PAC_FLOW_CLIENT;PACKAGE;Complex;Tightly;30254027;170;1;3;0,005882353;0,75
1;TKMTS;PAC_XML_GENERATED;PACKAGE;Complex;Medium;29308251;550;3;4;0,001818182;0,571428571
1;TKMTS;PAC_CONTRACT_COPY;PACKAGE;Simple;Tightly;30161474;10056;1;20;9,94431E-05;0,952380952
1;TKMTS;PAC_MIGRATION_RI;PACKAGE;Complex;Tightly;30487133;485;1;8;0,002061856;0,888888889
1;TKMTS;PAC_ZONE_RI;PACKAGE;Simple;Tightly;30497933;2351;1;10;0,000425351;0,909090909
1;TKMTS;PAC_ESB_EPA;PACKAGE;Simple;Tightly;30502705;1658;1;4;0,000603136;0,8
1;TKMTS;PAC_ZONE_RO;PACKAGE;Simple;Tightly;30522878;2559;1;10;0,000390778;0,909090909
1;TKMTS;PAC_COVID19_EMERGENCY_ACTIONS;PACKAGE;Simple;Medium;30548946;1086;1;2;0,00092081;0,666666667
1;TKMTS;PAC_ESB_NOTIFY_RI;PACKAGE;Simple;Medium;30621712;1824;2;3;0,000548246;0,6
1;TKMTS;PAC_FLOW_EXCHANGERATE_RI;PACKAGE;Complex;Tightly;30621714;96;1;5;0,010416667;0,833333333
1;TKMTS;PAC_ESB_NOTIFY_RI2;PACKAGE;Simple;Medium;30622561;1797;2;3;0,000556483;0,6
1;TKMTS;PAC_FLOW_EXCHANGERATE_RI2;PACKAGE;Complex;Tightly;30622563;94;1;5;0,010638298;0,833333333
1;TKMTS;PAC_CONTRACT_BREAKLINE_RO;PACKAGE;Simple;Tightly;30638586;4105;1;10;0,000243605;0,909090909
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX_RI;PACKAGE;Simple;Medium;30655487;2188;1;2;0,000457038;0,666666667
1;TKMTS;PAC_XML_CLIENTVISIBILITY_RI;PACKAGE;Complex;Tightly;30663524;1264;1;12;0,000791139;0,923076923
1;TKMTS;PAC_XML_CLIENTVISIBILITY_RI2;PACKAGE;Complex;Tightly;30677039;1139;1;12;0,000877963;0,923076923
1;TKMTS;PAC_XML_CONTRACT_RI;PACKAGE;Simple;Tightly;30783442;9125;1;22;0,000109589;0,956521739
1;TKMTS;PAC_MAINTENANCE_UTILS;PACKAGE;Simple;Tightly;30788136;3111;1;6;0,00032144;0,857142857
1;TKMTS;PAC_DYNAMIC_QUERY_GROUPING_RI;PACKAGE;Simple;Tightly;30852646;4067;1;3;0,000245881;0,75
1;TKMTS;PAC_ESB_EPA_RI;PACKAGE;Simple;Tightly;30834647;728;1;4;0,001373626;0,8
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX_AL;PACKAGE;Simple;Medium;30957931;2197;1;2;0,000455166;0,666666667
1;TKMTS;PAC_CONTRACT_INBOX;PACKAGE;Simple;Tightly;31042640;1651;2;5;0,000605694;0,714285714
1;TKMTS;PAC_DYNAMIC_QUERY_CONTRACT_INBOX;PACKAGE;Simple;Medium;31042642;2416;1;2;0,000413907;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_AL;PACKAGE;Simple;Tightly;30990503;8322;1;4;0,000120163;0,8
1;TKMTS;PAC_ESB_CLIENTVISIBILITY;PACKAGE;Simple;Tightly;31002615;549;1;4;0,001821494;0,8
1;TKMTS;PAC_FLOW_CONTRACT_QUI;PACKAGE;Simple;Tightly;31054266;1195;1;12;0,00083682;0,923076923
1;TKMTS;PAC_AVAILABILITY_Q;PACKAGE;Complex;Tightly;31135508;2505;1;10;0,000399202;0,909090909
1;TKMTS;PAC_DYNAMIC_QUERY_FIN;PACKAGE;Simple;Medium;31194358;832;1;2;0,001201923;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_ENTITY_RI;PACKAGE;Simple;Tightly;31251924;4669;1;4;0,000214179;0,8
1;MTS_ADMIN;ENCRYPT_DECRYPT;PACKAGE;No Actions;Loosely;31276707;2;3;1;0,5;0,25
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_Q;PACKAGE BODY;Simple;Tightly;30879747;8295;1;4;0,000120555;0,8
1;TKMTS;PAC_CO_CONSOLIDATE_UTILS;PACKAGE BODY;Complex;Medium;28826676;4910;6;6;0,000203666;0,5
1;TKMTS;PAC_STOPSALES;PACKAGE BODY;Simple;Tightly;28589013;362;1;3;0,002762431;0,75
1;OPERATIVE;AXISFILE;PACKAGE BODY;Medium;Medium;3012155;444;2;2;0,002252252;0,5
1;OPERATIVE;AXISHTML;PACKAGE BODY;Medium;Medium;3012156;135;1;2;0,007407407;0,666666667
1;OPERATIVE;AXISLOG;PACKAGE BODY;Simple;Loosely;3012157;1982;175;8;0,000504541;0,043715847
1;OPERATIVE;AXISMAIL;PACKAGE BODY;Complex;Medium;3012158;383;3;3;0,002610966;0,5
1;OPERATIVE;AXISUTILS;PACKAGE BODY;Simple;Loosely;3012159;202;3;1;0,004950495;0,25
1;TKMTS;PAC_CHECKS;PACKAGE BODY;Simple;Tightly;3012176;4429;1;9;0,000225785;0,9
1;TKMTS;PAC_CLEANENTITY;PACKAGE BODY;Simple;Tightly;3012177;2267;1;5;0,000441112;0,833333333
1;TKMTS;PAC_CLIENT;PACKAGE BODY;Simple;Medium;3012178;3286;10;7;0,000304321;0,411764706
1;TKMTS;PAC_CLIENTB2B;PACKAGE BODY;Simple;Loosely;3012179;5126;15;6;0,000195084;0,285714286
1;TKMTS;PAC_CONTRACT;PACKAGE BODY;Simple;Tightly;3012180;20508;3;20;4,87615E-05;0,869565217
1;TKMTS;PAC_CO_UTILS;PACKAGE BODY;Complex;Loosely;3012181;4530;19;8;0,000220751;0,296296296
1;TKMTS;PAC_DB_UTILS;PACKAGE BODY;Complex;Tightly;3012182;1010;1;5;0,000990099;0,833333333
1;TKMTS;PAC_ESB;PACKAGE BODY;Simple;Tightly;3012183;2949;1;7;0,000339098;0,875
1;TKMTS;PAC_EXCHANGERATE;PACKAGE BODY;Simple;Medium;3012184;1652;11;18;0,000605327;0,620689655
1;TKMTS;PAC_FLIGHT;PACKAGE BODY;Simple;Medium;3012185;854;2;4;0,00117096;0,666666667
1;TKMTS;PAC_MIGRATION;PACKAGE BODY;Complex;Tightly;3012186;964;1;8;0,001037344;0,888888889
1;TKMTS;PAC_MTSMASTER;PACKAGE BODY;Simple;Tightly;3012187;1790;1;12;0,000558659;0,923076923
1;TKMTS;PAC_OLITE;PACKAGE BODY;Simple;Loosely;3012188;234;3;1;0,004273504;0,25
1;TKMTS;PAC_PRODUCT;PACKAGE BODY;Complex;Loosely;3012189;126;2;1;0,007936508;0,333333333
1;TKMTS;PAC_PUBLICATION;PACKAGE BODY;Simple;Tightly;3012190;2426;2;6;0,000412201;0,75
1;TKMTS;PAC_RQMANAGER;PACKAGE BODY;Simple;Tightly;3012191;1994;1;3;0,000501505;0,75
1;TKMTS;PAC_UPLOAD;PACKAGE BODY;Simple;Tightly;3012192;962;1;8;0,001039501;0,888888889
1;TKMTS;PAC_XML_CONTRACT;PACKAGE BODY;Simple;Medium;3012194;18596;10;22;5,3775E-05;0,6875
1;TKMTS;PAC_XML_MASTERDATA;PACKAGE BODY;Simple;Tightly;3012195;14922;1;15;6,70151E-05;0,9375
1;TKMTS;PAC_XML_MTSMASTER;PACKAGE BODY;Complex;Medium;3012196;13367;13;20;7,48111E-05;0,606060606
1;TKMTS;PAC_XML_SALESTERMS;PACKAGE BODY;Simple;Tightly;3012197;1623;1;12;0,000616143;0,923076923
1;TKMTS;PAC_XML_STOPSALES;PACKAGE BODY;Simple;Tightly;3012198;1520;1;12;0,000657895;0,923076923
1;TKMTS;PAC_XML_UTIL;PACKAGE BODY;Simple;Loosely;3012199;2496;30;9;0,000400641;0,230769231
1;MTS_ADMIN;PAC_AP;PACKAGE BODY;Simple;Medium;3012203;42;1;1;0,023809524;0,5
1;MTS_ADMIN;PAC_DBA;PACKAGE BODY;Simple;Medium;3012204;244;1;1;0,004098361;0,5
1;MTS_ADMIN;PAC_MAGALLANES;PACKAGE BODY;Simple;Medium;3012205;278;1;1;0,003597122;0,5
1;MTS_ADMIN;PAC_TRAVELKISS;PACKAGE BODY;Simple;Tightly;3012206;473;1;5;0,002114165;0,833333333
1;TKMTS;PAC_ESBLOGXML;PACKAGE BODY;Simple;Tightly;28829565;320;1;3;0,003125;0,75
1;TKMTS;PAC_DYNAMIC_QUERY_COMBOBOX;PACKAGE BODY;Simple;Tightly;25273299;12827;1;3;7,79606E-05;0,75
1;TKMTS;PAC_DYNAMIC_QUERY_GROUPING;PACKAGE BODY;Simple;Medium;25273302;8104;2;2;0,000123396;0,5
1;TKMTS;PAC_ESB_NOTIFY;PACKAGE BODY;Simple;Loosely;5606980;3646;33;3;0,000274273;0,083333333
1;TKMTS;PAC_FLOW_BOOKING;PACKAGE BODY;Complex;Tightly;5606982;278;1;3;0,003597122;0,75
1;TKMTS;PAC_FLOW_CLIENTVISIBILITY;PACKAGE BODY;Simple;Medium;5606984;352;5;5;0,002840909;0,5
1;TKMTS;PAC_FLOW_EXCHANGERATE;PACKAGE BODY;Complex;Tightly;5606986;188;1;5;0,005319149;0,833333333
1;TKMTS;PAC_FLOW_GROUPSTOCK;PACKAGE BODY;Complex;Medium;5606988;352;3;4;0,002840909;0,571428571
1;TKMTS;PAC_FLOW_SALESTERM;PACKAGE BODY;Simple;Tightly;5606990;220;1;4;0,004545455;0,8
1;TKMTS;PAC_FLOW_STOCK;PACKAGE BODY;Complex;Tightly;5606992;218;1;5;0,004587156;0,833333333
1;TKMTS;PAC_FLOW_STOPSALE;PACKAGE BODY;Complex;Tightly;5606994;192;1;4;0,005208333;0,8
1;TKMTS;PAC_FLOW_CONTRACT;PACKAGE BODY;Simple;Tightly;5606996;2663;2;18;0,000375516;0,9
1;TKMTS;PAC_NBC;PACKAGE BODY;Simple;Loosely;5315298;1546;14;7;0,000646831;0,333333333
1;TKMTS;PAC_DYNAMIC_QUERY_ENTITY;PACKAGE BODY;Simple;Medium;19130786;9977;4;4;0,000100231;0,5
1;TKMTS;PAC_VALIDATION_SALESTERMS;PACKAGE BODY;Medium;Tightly;24040001;414;1;4;0,002415459;0,8
1;TKMTS;PAC_BILLING;PACKAGE BODY;Complex;Tightly;24040053;430;1;14;0,002325581;0,933333333
1;TKMTS;PAC_UTILS;PACKAGE BODY;Simple;Loosely;11797363;1356;11;3;0,000737463;0,214285714
1;TKMTS;PAC_DYNAMIC_QUERY_NBC;PACKAGE BODY;Simple;Medium;28586389;2132;1;2;0,000469043;0,666666667
1;MTS_ADMIN;PAC_USERS;PACKAGE BODY;Simple;Medium;16809442;693;1;1;0,001443001;0,5
1;TKMTS;PAC_UTL_COMPRESS;PACKAGE BODY;Complex;Loosely;20964640;601;6;1;0,001663894;0,142857143
1;TKMTS;PAC_VALIDATION_CONTRACT;PACKAGE BODY;Simple;Tightly;28844752;182;1;3;0,005494505;0,75
1;TKMTS;PAC_CONTRACT_UTILS;PACKAGE BODY;Simple;Medium;14178387;10246;16;13;9,75991E-05;0,448275862
1;TKMTS;PAC_CONTRACT_EXTENDED;PACKAGE BODY;Simple;Tightly;14178388;3223;1;10;0,00031027;0,909090909
1;TKMTS;PAC_CO_XML_GENERATED;PACKAGE BODY;Complex;Medium;14178390;1274;5;5;0,000784929;0,5
1;TKMTS;PAC_DATA_MAINT;PACKAGE BODY;Simple;Tightly;28554581;1263;1;9;0,000791766;0,9
1;TKMTS;PAC_INBOX;PACKAGE BODY;Simple;Tightly;3441332;1084;1;5;0,000922509;0,833333333
1;TKMTS;PAC_CO_NSC;PACKAGE BODY;Simple;Medium;28786755;2254;8;6;0,000443656;0,428571429
1;TKMTS;PAC_SECURITY;PACKAGE BODY;Complex;Tightly;8514220;3778;2;8;0,00026469;0,8
1;TKMTS;PAC_CO_CONSOLIDATE_EDITION;PACKAGE BODY;Complex;Tightly;22017278;15921;1;9;6,28101E-05;0,9
1;TKMTS;PAC_GROUPING;PACKAGE BODY;Simple;Tightly;26182451;910;2;5;0,001098901;0,714285714
1;TKMTS;PAC_INBOX_LOGS;PACKAGE BODY;Simple;Tightly;28839093;204;1;5;0,004901961;0,833333333
1;TKMTS;PAC_VALIDATION_CV;PACKAGE BODY;Simple;Medium;20440988;904;5;4;0,001106195;0,444444444
1;TKMTS;PAC_CONTRACT_BREAKLINE;PACKAGE BODY;Simple;Tightly;20440995;8270;4;10;0,000120919;0,714285714
1;TKMTS;PAC_DYNAMIC_QUERY_INBOX;PACKAGE BODY;Simple;Medium;28586176;4396;1;2;0,00022748;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_COM;PACKAGE BODY;Simple;Medium;23398379;12551;1;2;7,96749E-05;0,666666667
1;TKMTS;PAC_BOOKINGMAN;PACKAGE BODY;Simple;Medium;6906873;3148;7;6;0,000317662;0,461538462
1;TKMTS;PAC_DYNAMIC_QUERY_CV;PACKAGE BODY;Simple;Medium;19587927;13553;1;2;7,37844E-05;0,666666667
1;TKMTS;PAC_VALIDATION_BASE;PACKAGE BODY;Simple;Loosely;19587929;188;5;2;0,005319149;0,285714286
1;TKMTS;PAC_VALIDATION_ENTITY;PACKAGE BODY;Complex;Tightly;19587931;593;1;5;0,001686341;0,833333333
1;TKMTS;PAC_STOCK;PACKAGE BODY;Simple;Tightly;19587933;11476;5;12;8,71384E-05;0,705882353
1;TKMTS;PAC_DYNAMIC_QUERY_FLIGHT;PACKAGE BODY;Simple;Medium;28582615;6620;1;2;0,000151057;0,666666667
1;TKMTS;PAC_TRANSFER_EDF_XML;PACKAGE BODY;Simple;Medium;28305104;584;1;2;0,001712329;0,666666667
1;TKMTS;PAC_STOCK_EXTENDED;PACKAGE BODY;Simple;Tightly;19588023;838;1;7;0,001193317;0,875
1;TKMTS;PAC_COMMUNICATION;PACKAGE BODY;Simple;Loosely;16273425;1559;6;3;0,000641437;0,333333333
1;TKMTS;PAC_TRANSFORMER_UTILS;PACKAGE BODY;Complex;Medium;28131843;404;2;3;0,002475248;0,6
1;TKMTS;PAC_TRANSFORMER_CONTRACT;PACKAGE BODY;Complex;Tightly;28131845;24410;2;9;4,09668E-05;0,818181818
1;TKMTS;PAC_DYNAMIC_QUERY_BASE;PACKAGE BODY;Simple;Loosely;19130726;5379;28;3;0,000185908;0,096774194
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING;PACKAGE BODY;Simple;Tightly;19130728;17191;1;4;5,817E-05;0,8
1;TKMTS;PAC_XML_CONTRACT_CON_TEST;PACKAGE BODY;Simple;Tightly;30292830;8098;1;21;0,000123487;0,954545455
1;TKMTS;PAC_FLOW_CV_UNIT_EXCLUDED;PACKAGE BODY;Complex;Medium;10035583;198;3;4;0,005050505;0,571428571
1;TKMTS;PAC_BOOKINGZEN;PACKAGE BODY;Simple;Tightly;28585813;1108;1;5;0,000902527;0,833333333
1;TKMTS;PAC_ENTITY;PACKAGE BODY;Simple;Medium;16273233;2920;4;4;0,000342466;0,5
1;TKMTS;PAC_DYNAMIC_QUERY_CONTRACT;PACKAGE BODY;Simple;Medium;25706638;9837;1;2;0,000101657;0,666666667
1;TKMTS;PAC_TR_CODE;PACKAGE BODY;Simple;Medium;4283417;982;1;2;0,00101833;0,666666667
1;TKMTS;PAC_SECURITY_MAN;PACKAGE BODY;Simple;Tightly;8605799;830;1;3;0,001204819;0,75
1;TKMTS;PAC_DYNAMIC_QUERY_BOGCOMPLAINT;PACKAGE BODY;Simple;Medium;29199444;4619;1;2;0,000216497;0,666666667
1;TKMTS;PAC_AVAILABILITY;PACKAGE BODY;Complex;Medium;29308345;3410;7;10;0,000293255;0,588235294
1;TKMTS;PAC_FLOW_AVAILABILITY;PACKAGE BODY;Simple;Medium;29308347;318;3;4;0,003144654;0,571428571
1;TKMTS;PAC_DYNAMIC_QUERY_GRP_OVERVIEW;PACKAGE BODY;Simple;Medium;28939156;11832;1;2;8,45166E-05;0,666666667
1;TKMTS;PAC_J2H_INTERFACE;PACKAGE BODY;Simple;Tightly;28892614;2818;1;10;0,000354862;0,909090909
1;TKMTS;PAC_XML_YIELD;PACKAGE BODY;Complex;Tightly;28890939;2244;1;5;0,000445633;0,833333333
1;TKMTS;PAC_ESBCOMMMESSAGE;PACKAGE BODY;Simple;Tightly;28837474;581;1;5;0,00172117;0,833333333
1;TKMTS;PAC_ESBCOMMMESSAGESTAT;PACKAGE BODY;Simple;Medium;28850079;105;1;2;0,00952381;0,666666667
1;TKMTS;PAC_TK_TASK;PACKAGE BODY;Simple;Tightly;28835114;147;1;4;0,006802721;0,8
1;TKMTS;PAC_ESB_EPC;PACKAGE BODY;Simple;Medium;29045126;3050;6;6;0,000327869;0,5
1;TKMTS;PAC_ZONE;PACKAGE BODY;Simple;Loosely;29350850;4736;14;9;0,000211149;0,391304348
1;TKMTS;PAC_DYNAMIC_QUERY_AVAILABILITY;PACKAGE BODY;Simple;Medium;29350943;2776;1;2;0,000360231;0,666666667
1;TKMTS;PAC_TRANSFORMER_CONTRACT_UTILS;PACKAGE BODY;Medium;Medium;29350955;2050;2;3;0,000487805;0,6
1;MTS_ADMIN;PAC_DEPLOY;PACKAGE BODY;Simple;Medium;30451719;370;1;1;0,002702703;0,5
1;TKMTS;PAC_DYNAMIC_QUERY_BOOKING_EXT;PACKAGE BODY;Simple;Medium;29123176;5059;1;2;0,000197668;0,666666667
1;TKMTS;PAC_DYNAMIC_QUERY_DASHBOARD;PACKAGE BODY;Simple;Medium;30375987;3642;1;2;0,000274574;0,666666667
1;TKMTS;PAC_XML_CLIENTVISIBILITY;PACKAGE BODY;Complex;Medium;29241464;2728;6;14;0,000366569;0,7
1;TKMTS;PAC_FLOW_CLIENT;PACKAGE BODY;Complex;Tightly;30254028;170;1;3;0,005882353;0,75
1;TKMTS;PAC_XML_GENERATED;PACKAGE BODY;Complex;Medium;29308252;550;3;4;0,001818182;0,571428571
1;TKMTS;PAC_CONTRACT_COPY;PACKAGE BODY;Simple;Tightly;30161475;10056;1;20;9,94431E-05;0,952380952
1;TKMTS;PAC_ZONE_RI;PACKAGE BODY;Simple;Tightly;30497934;2351;1;10;0,000425351;0,909090909
1;TKMTS;PAC_ESB_EPA;PACKAGE BODY;Simple;Tightly;30502706;1658;1;4;0,000603136;0,8
1;TKMTS;PAC_ZONE_RO;PACKAGE BODY;Simple;Tightly;30522879;2559;1;10;0,000390778;0,909090909
1;TKMTS;PAC_COVID19_EMERGENCY_ACTIONS;PACKAGE BODY;Simple;Medium;30548952;1086;1;2;0,00092081;0,666666667
1;TKMTS;PAC_ESB_NOTIFY_RI;PACKAGE BODY;Simple;Medium;30621713;1824;2;3;0,000548246;0,6
1;TKMTS;PAC_FLOW_EXCHANGERATE_RI;PACKAGE BODY;Complex;Tightly;30621715;96;1;5;0,010416667;0,833333333
1;TKMTS;PAC_ESB_NOTIFY_RI2;PACKAGE BODY;Simple;Medium;30622562;1797;2;3;0,000556483;0,6
1;TKMTS;PAC_FLOW_EXCHANGERATE_RI2;PACKAGE BODY;Complex;Tightly;30622564;94;1;5;0,010638298;0,833333333
1;TKMTS;PAC_CONTRACT_BREAKLINE_RO;PACKAGE BODY;Simple;Tightly;30638932;4105;1;10;0,000243605;0,909090909
1;TKMTS;PAC_XML_CLIENTVISIBILITY_RI;PACKAGE BODY;Complex;Tightly;30663518;1264;1;12;0,000791139;0,923076923
1;TKMTS;PAC_XML_CLIENTVISIBILITY_RI2;PACKAGE BODY;Complex;Tightly;30677041;1139;1;12;0,000877963;0,923076923
1;TKMTS;PAC_XML_CONTRACT_RI;PACKAGE BODY;Simple;Tightly;30783443;9125;1;22;0,000109589;0,956521739
1;TKMTS;PAC_MAINTENANCE_UTILS;PACKAGE BODY;Simple;Tightly;30788137;3111;1;6;0,00032144;0,857142857
1;TKMTS;PAC_DYNAMIC_QUERY_GROUPING_RI;PACKAGE BODY;Simple;Tightly;30852647;4067;1;3;0,000245881;0,75
1;TKMTS;PAC_ESB_EPA_RI;PACKAGE BODY;Simple;Tightly;30834646;728;1;4;0,001373626;0,8
